"camis","dba","boro","building","street","zipcode","phone","cuisine_description","inspection_date","action","violation_code","violation_description","critical_flag","score","grade","grade_date","record_date","inspection_type","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"50068980","NUEVO TULCINGO AZTECA","Bronx","134","EAST  170 STREET","10452","7185880803","Mexican","2017-09-28T00:00:00.000","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","28",,,"2022-03-21T06:00:38.000","Pre-permit (Operational) / Initial Inspection","40.839106021226","-73.914813709313","204","16","022102","2008085","2028420051","BX63"
"50034508","HONEY BEE'S KITCHEN","Brooklyn","9322","AVENUE L","11236","7189752006","African","2019-08-07T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical","9","A","2019-08-07T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.636863660703","-73.898073757943","318","46","101000","3232648","3082580041","BK50"
"41308512","DAMASCUS BREAD & BAKERY","Brooklyn","195","ATLANTIC AVENUE","11201","7186257070","Bakery Products/Desserts","2020-01-27T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","7","A","2020-01-27T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.689907723168","-73.99314876908","302","33","000900","3002765","3002760005","BK09"
"41715309","LUCCHESE FOOD SERVICE","Bronx","515","EAST FORDHAM ROAD","10458","7184304972","American","2018-03-28T00:00:00.000","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical","17",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.859811060924","-73.887799911236","206","15","039700","2094722","2032730390","BX06"
"50045348","MCDONALD'S","Manhattan","1499","3 AVENUE","10028","2126288100","Hamburgers","2022-03-03T00:00:00.000","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical","9","A","2022-03-03T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.777835742497","-73.954685828487","108","05","014601","1048759","1015300048","MN32"
"50057588","ELLA KITCHEN AND BAR","Manhattan","249","COLUMBUS AVENUE","10023","2125799929","Mediterranean","2019-09-04T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","13","A","2019-09-04T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.77705777194","-73.979032964257","107","06","015700","1028626","1011240062","MN14"
"50075139","Q TOWN ASIAN CUISINE","Queens","8287","BROADWAY","11373","7188988281","Asian/Asian Fusion","2018-07-03T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","7",,,"2022-03-21T06:00:38.000","Pre-permit (Non-operational) / Initial Inspection","40.741513272929","-73.880558721661","404","25","046900","4039029","4015610034","QN29"
"41566334","THE ANCHORED INN","Brooklyn","57","WATERBURY STREET","11206","7185763297","American","2017-03-13T00:00:00.000","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical","9","A","2017-03-13T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.709213858442","-73.937080194676","301","34","048500","3350278","3030460035","BK78"
"50001282","WAHI DINER","Manhattan","3915","BROADWAY","10032","6464299400","American","2021-08-24T00:00:00.000","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical","12","A","2021-08-24T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.83823358363","-73.941836578938","112","07","024500","1063371","1021370141","MN36"
"50009047","IZAKAYA NOMAD","Manhattan","13","WEST   26 STREET","10010","2122136258","Japanese","2018-02-27T00:00:00.000","Violations were cited in the following area(s).","10H","Proper sanitization not provided for utensil ware washing operation.","Not Critical","23",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.743979373821","-73.989444117085","105","03","005800","1015644","1008280024","MN13"
"50079902","CHIPOTLE MEXICAN GRILL","Manhattan","72","WEST  125 STREET","10027","3032222524","Tex-Mex","2021-10-27T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","12",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.807395038448","-73.944623429604","110","09","020000","1053485","1017220067","MN11"
"41267566","SMITH & MILLS","Manhattan","71","NORTH MOORE STREET","10013","2122262515","American","2017-08-30T00:00:00.000","Violations were cited in the following area(s).","06A","Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.","Critical","20","B","2017-08-30T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.720083513178","-74.009845003805","101","01","003900","1002123","1001880009","MN24"
"50106062","BROADWAY PIZZA","Manhattan","2709","BROADWAY","10025","2128649298","Pizza","2021-11-10T00:00:00.000","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical","45",,,"2022-03-21T06:00:38.000","Pre-permit (Operational) / Initial Inspection","40.799438779376","-73.968378102965","107","06","019100","1056575","1018750053","MN12"
"50106062","BROADWAY PIZZA","Manhattan","2709","BROADWAY","10025","2128649298","Pizza","2021-11-10T00:00:00.000","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical","45",,,"2022-03-21T06:00:38.000","Pre-permit (Operational) / Initial Inspection","40.799438779376","-73.968378102965","107","06","019100","1056575","1018750053","MN12"
"41696419","DON ALEX RESTAURANT","Queens","8410","37 AVENUE","11372","7184240233","Peruvian","2016-11-29T00:00:00.000","Violations were cited in the following area(s).","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","Critical","30",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.7499469307","-73.882243464483","403","21","028100","4036228","4014720001","QN28"
"50039289","ROLLY KIMBAB","Queens","6123","SPRINGFIELD BLVD","11364","3474084172","Korean","2019-07-17T00:00:00.000","Violations were cited in the following area(s).","04M","Live roaches present in facility's food and/or non-food areas.","Critical","10",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.748796647225","-73.756547113927","411","23","137700","4163156","4076440009","QN42"
"41362540","AUNT BUTCHIES, REVIVE BAR","Queens",,"JFK INTERNATIONAL AIRPORT","11430","6464775291","Sandwiches","2019-05-30T00:00:00.000","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical","13","A","2019-05-30T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.648312826068","-73.788281497594",,,,,,
"50001168","CHINA KING","Bronx","1213","EAST  233 STREET","10466","7189946809","Chinese","2019-02-14T00:00:00.000","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","18",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.888626926747","-73.842462321109","212","12","042600","2066569","2049540008","BX62"
"41521807","SARGE'S","Manhattan","548","3 AVENUE","10016","2126790442","Sandwiches","2019-06-24T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","11","A","2019-06-24T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.747263036257","-73.9770104951","106","04","008000","1018964","1008920042","MN20"
"50054114","PROVA PIZZA BAR","Manhattan","89","EAST   42 STREET","10017","2129720385","Pizza","2018-10-29T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","33",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.752093933162","-73.977604354379","105","04","009200","1035381","1012800001","MN19"
"41618158","STONE STREET COFFEE COMPANY","Manhattan","132","9 AVENUE","10011","6465591671","American","2019-05-13T00:00:00.000","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","13","A","2019-05-13T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.743617500426","-74.003399517083","104","03","008900","1013093","1007420003","MN13"
"50094209","CAFE B'WAY","Manhattan","146","WEST   46 STREET","10036","2129381333","American","2019-12-10T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","12","A","2019-12-10T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.757941284691","-73.983597940172","105","04","011900","1022650","1009980054","MN17"
"50105085","LA CASITA MEXICANA","Queens","6236","FOREST AVE","11385","3477632221","Mexican","2021-09-29T00:00:00.000","Violations were cited in the following area(s).","09B","Thawing procedures improper.","Not Critical","12","A","2021-09-29T00:00:00.000","2022-03-21T06:00:38.000","Pre-permit (Operational) / Initial Inspection","40.712469762051","-73.905893403502","405","30","059500","4433991","4033670036","QN20"
"50090075","LCZ A RESTAURANT","Brooklyn","4606","8 AVENUE","11220","7183627888","Chinese","2022-01-27T00:00:00.000","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","51","Z","2022-01-27T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.643249445066","-74.001499005997","307","38","009400","3012065","3007590041","BK34"
"50010233","EL PUNTO COLUMBIANO RESTAURANTE BAKERY","Queens","1833","COLLEGE POINT BLVD","11356","7189390546","Spanish","2019-05-09T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","11","A","2019-05-09T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.782953489939","-73.84585846956","407","19","092500","4098828","4041280007","QN23"
"50056213","SAUCE","Manhattan","78","RIVINGTON STREET","10002","2124207700","Italian","2020-02-04T00:00:00.000","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical","13","A","2020-02-04T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.720382623632","-73.989379325103","103","01","003001","1005536","1004160069","MN27"
"50034894","FRUITTI YUMMI","Brooklyn","444","KNICKERBOCKER AVENUE","11237","7189287701","Frozen Desserts","2019-07-29T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","10","A","2019-07-29T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.699178628213","-73.919032379202","304","37","043100","3075088","3032880018","BK77"
"50093885","OLYMPIA PITA","Brooklyn","1419","CONEY ISLAND AVENUE","11230","7182586222","Jewish/Kosher","2021-12-09T00:00:00.000","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical","29",,,"2022-03-21T06:00:38.000","Pre-permit (Operational) / Initial Inspection","40.622929913876","-73.964816544161","314","44","053400","3179848","3067130057","BK43"
"50037622","TEPACHE","Brooklyn","361","HALSEY STREET","11216","7184847701","Mexican","2019-04-02T00:00:00.000","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical","28",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.683111837717","-73.938500263155","303","36","027500","3052904","3018410044","BK35"
"50059901","NEW YORK STOCK EXCHANGE EXECUTIVE SERVICES","Manhattan","11","WALL STREET","10005","2126563815","American","2019-06-07T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","8","A","2019-06-07T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.707391586763","-74.011105523272","101","01","000700","1078982","1000230019","MN25"
"50059901","NEW YORK STOCK EXCHANGE EXECUTIVE SERVICES","Manhattan","11","WALL STREET","10005","2126563815","American","2019-06-07T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","8","A","2019-06-07T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.707391586763","-74.011105523272","101","01","000700","1078982","1000230019","MN25"
"50072218","CHINA MOON OPEN KITCHEN","Brooklyn","2567","CROPSEY AVENUE","11214","7184494088","Chinese","2019-09-09T00:00:00.000","Violations were cited in the following area(s).","08C","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.","Not Critical","20","B","2019-09-09T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.590793585024","-73.991855582305","311","43","030400","3329295","3069090003","BK29"
"50077824","HARLEM ALE HOUSE","Manhattan","101","WEST  127 STREET","10027","3476410850","American","2018-05-21T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","15",,,"2022-03-21T06:00:38.000","Pre-permit (Non-operational) / Initial Inspection","40.809269879972","-73.944997553648","110","09","022400","1057907","1019120029","MN03"
"40730585","DEUX AMIS","Manhattan","356","EAST   51 STREET","10022","2122301117","French","2017-08-07T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical","13","A","2017-08-07T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.754846980725","-73.966544100803","106","04","009800","1039614","1013430030","MN19"
"50071292","GOLDEN KRUST CARIBBEAN BAKERY & GRILL","Queens","23004","MERRICK BLVD","11413","7187232800","Caribbean","2019-03-29T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","12","A","2019-03-29T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.676049024151","-73.740298397167","413","31","063200","4282608","4131570030","QN66"
"50071292","GOLDEN KRUST CARIBBEAN BAKERY & GRILL","Queens","23004","MERRICK BLVD","11413","7187232800","Caribbean","2019-03-29T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","12","A","2019-03-29T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.676049024151","-73.740298397167","413","31","063200","4282608","4131570030","QN66"
"50105041","La Noxe","Manhattan","315","7 AVENUE","10001","6465094117",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-03-21T06:00:46.000",,"40.747078509066","-73.993456851484","105","03","009500","1015096","1008037501","MN17"
"40362274","ANGELIKA FILM CENTER","Manhattan","18","WEST HOUSTON STREET","10012","2129952570","American","2022-02-14T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","7","A","2022-02-14T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.725743617441","-73.997478107592","102","01","005501","1008240","1005230048","MN23"
"50006070","MCDONALD'S","Queens","4012","NATIONAL ST","11368","7184245106","Hamburgers","2022-01-19T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","3","A","2022-01-19T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.749321617094","-73.862914002968","404","21","040500","4048537","4019740002","QN26"
"41555685","COLONIE","Brooklyn","127","ATLANTIC AVENUE","11201","7188557500","American","2020-03-06T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","29",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.690632470318","-73.995777432136","302","33","000700","3002743","3002750021","BK09"
"50058139","JANE","Manhattan","100","WEST HOUSTON STREET","10012","2122547000","American","2019-12-10T00:00:00.000","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical","26","B","2019-12-10T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.727151709687","-74.000349969603","102","01","006500","1008277","1005250061","MN23"
"50052920","ROYAL PIZZERIA","Queens","5506","MYRTLE AVE","11385","7184977090","Pizza","2016-09-17T00:00:00.000","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical","12","A","2016-09-17T00:00:00.000","2022-03-21T06:00:38.000","Pre-permit (Operational) / Initial Inspection","40.699905884874","-73.907974099542","405","34","055300","4085407","4035450037","QN20"
"50056216","DIVYA'S KITCHEN","Manhattan","25","1 AVENUE","10003","2124774834","Vegetarian","2020-02-03T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","72",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.723654267001","-73.988162991979","103","02","003602","1006094","1004430033","MN22"
"40387399","ARTURO'S PIZZA","Bronx","5189A","BROADWAY","10463","7185623820","Pizza","2020-03-05T00:00:00.000","Violations were cited in the following area(s).","04M","Live roaches present in facility's food and/or non-food areas.","Critical","16",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.874377748672","-73.910121843831","208","10","030900","1064668","2022150528","MN01"
"50000782","SOLACE BAR & GRILL","Manhattan","3496","BROADWAY","10031","2129260166","Spanish","2018-10-23T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","25","B","2018-10-23T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.82498371787","-73.951488382054","109","07","022900","1061873","1020740061","MN04"
"50083109","THERE","Manhattan","154","ORCHARD STREET","10002","9173882814","American","2019-02-09T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","19",,,"2022-03-21T06:00:38.000","Pre-permit (Operational) / Initial Inspection","40.720780565274","-73.988856161206","103","01","003001","1005344","1004110005","MN27"
"40396037","SMILER'S DELI","Manhattan","532","MADISON AVENUE","10022","2126441090","Sandwiches","2019-06-28T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","24","B","2019-06-28T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.760456388468","-73.973706616717","105","04","010200","1035744","1012900015","MN17"
"50103793","MARGARI PIZZA CORP","Manhattan","1072","2 AVENUE","10022","2129061929","Pizza","2021-08-31T00:00:00.000","Violations were cited in the following area(s).","04J","Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.","Critical","55",,,"2022-03-21T06:00:38.000","Pre-permit (Operational) / Initial Inspection","40.758900702636","-73.965571058131","106","05","010800","1039978","1013490003","MN19"
"50044955","ONE EAST OCEAN PALACE","Queens","11309","QUEENS BLVD","11375","7182681668","Chinese","2019-08-14T00:00:00.000","Violations were cited in the following area(s).","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.","Critical","24",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.717286520693","-73.835120170548","406","29","075701","4437365","4022640058","QN17"
"50009225","BAR CHUKO","Brooklyn","565","VANDERBILT AVENUE","11238","3474259570","Japanese","2017-10-26T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.","Critical","76",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.680831900509","-73.967709872384","308","35","020300","3027660","3011300010","BK64"
"50009225","BAR CHUKO","Brooklyn","565","VANDERBILT AVENUE","11238","3474259570","Japanese","2017-10-26T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.","Critical","76",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.680831900509","-73.967709872384","308","35","020300","3027660","3011300010","BK64"
"41575038","BRGR","Manhattan","287","7 AVENUE","10001","2124887500","American","2018-07-27T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","04A","Food Protection Certificate not held by supervisor of food operations.","Critical","60",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.746191986255","-73.994106553341","105","03","009500","1015030","1008020003","MN17"
"50006286","CIBAO","Brooklyn","172","SMITH STREET","11201","7185961501","Spanish","2019-08-12T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","13","A","2019-08-12T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.685793166717","-73.991104768554","302","33","006900","3006061","3003900043","BK38"
"50000233","PALM COURT","Manhattan","768","FIFTH AVE","10019","2127593000","American","2018-06-12T00:00:00.000","Violations were cited in the following area(s).","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","Critical","40",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.7641481437","-73.973950630007","105","04","011201","1035253","1012747504","MN17"
"50083043","UNO CHICAGO GRILL","Manhattan","432","COLUMBUS AVENUE","10024","7322001638","Pizza","2019-01-03T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","66",,,"2022-03-21T06:00:38.000","Pre-permit (Operational) / Initial Inspection","40.783054181605","-73.974683454831","107","06","016500","1032003","1012110135","MN12"
"50089107","VILLAGE SQUARE PIZZA","Manhattan","147","AVENUE A","10009","9176757709","Pizza","2019-06-20T00:00:00.000","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical","12","A","2019-06-20T00:00:00.000","2022-03-21T06:00:38.000","Pre-permit (Operational) / Re-inspection","40.727405647501","-73.982559179975","103","02","003400","1077647","1004370030","MN22"
"41020286","THE HOUSE OF BREWS","Manhattan","363","WEST   46 STREET","10036","2122450551","American","2019-07-23T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","10","A","2019-07-23T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.760502845503","-73.989600317228","104","03","012700","1025043","1010370006","MN15"
"50058995","COFFEE DELIGHT","Bronx","504","WILLIS AVENUE","10455","7186654581","American","2019-02-22T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical","13","A","2019-02-22T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.815141559193","-73.918424712033","201","08","004300","2000514","2022920001","BX39"
"50081979","PUEBLA PUEBLA BAR RESTAURANT","Queens","42-18A","JUNCTION BOULEVARD","11368","7184408671","Mexican","2018-10-10T00:00:00.000","Violations were cited in the following area(s).","04A","Food Protection Certificate not held by supervisor of food operations.","Critical","31","C","2018-10-10T00:00:00.000","2022-03-21T06:00:38.000","Pre-permit (Operational) / Re-inspection","40.74610548684","-73.868225830364","404","21","046500","4039921","4015990049","QN29"
"50080406","DAVE & BUSTERS","Staten Island","2655","RICHMOND AVENUE","10314","9294642700","American","2019-09-11T00:00:00.000","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","33",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.582297419955","-74.169052592685","502","51","027702","5039658","5024000180","SI24"
"40549885","MONTEZUMA RESTAURANT","Bronx","119","WEST KINGSBRIDGE ROAD","10468","7186016400","Mexican","2019-12-16T00:00:00.000","Violations were cited in the following area(s).","04M","Live roaches present in facility's food and/or non-food areas.","Critical","8","A","2019-12-16T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.868621049983","-73.902168012359","208","14","026701","2015261","2032480057","BX28"
